district,week,year,cases
Kurunegala,4,2023,62
Mannar,4,2023,1
Matale,4,2023,14
Matara,4,2023,41
Monaragala,4,2023,0
Mullaitivu,4,2023,1
Nuwara Eliya,4,2023,4
Polonnaruwa,4,2023,12
Puttalam,4,2023,0
Ratnapura,4,2023,43
Trincomalee,4,2023,38
Vavuniya,4,2023,3
Ampara,5,2023,0
Anuradhapura,5,2023,14
Badulla,5,2023,32
Batticaloa,5,2023,39
Colombo,5,2023,426
Galle,5,2023,43
Gampaha,5,2023,443
Hambantota,5,2023,16
Jaffna,5,2023,82
Kalmunai,5,2023,0
Kalutara,5,2023,0
Kandy,5,2023,87
Kegalle,5,2023,74
Kilinochchi,5,2023,3
Kurunegala,5,2023,81
Mannar,5,2023,0
Matale,5,2023,26
Matara,5,2023,25
Monaragala,5,2023,0
Mullaitivu,5,2023,0
Nuwara Eliya,5,2023,2
Polonnaruwa,5,2023,18
Puttalam,5,2023,0
Ratnapura,5,2023,54
Trincomalee,5,2023,43
Vavuniya,5,2023,1
Ampara,6,2023,2
Anuradhapura,6,2023,12
Badulla,6,2023,30
Batticaloa,6,2023,53
Colombo,6,2023,441
Galle,6,2023,43
Gampaha,6,2023,407
Hambantota,6,2023,18
Jaffna,6,2023,77
Kalmunai,6,2023,0
Kalutara,6,2023,0
Kandy,6,2023,68
Kegalle,6,2023,62
Kilinochchi,6,2023,7
Kurunegala,6,2023,74
Mannar,6,2023,8
Matale,6,2023,15
Matara,6,2023,38
Monaragala,6,2023,0
Mullaitivu,6,2023,0
Nuwara Eliya,6,2023,1
Polonnaruwa,6,2023,15
Puttalam,6,2023,0
Ratnapura,6,2023,54
Trincomalee,6,2023,25
Vavuniya,6,2023,1
Ampara,7,2023,9
Anuradhapura,7,2023,8
Badulla,7,2023,32
Batticaloa,7,2023,59
Colombo,7,2023,364
Galle,7,2023,39
Gampaha,7,2023,334
Hambantota,7,2023,30
Jaffna,7,2023,64
Kalmunai,7,2023,0
Kalutara,7,2023,0
Kandy,7,2023,65
Kegalle,7,2023,57
Kilinochchi,7,2023,2
Kurunegala,7,2023,61
Mannar,7,2023,1
Matale,7,2023,20
Matara,7,2023,38
Monaragala,7,2023,0
Mullaitivu,7,2023,0
Nuwara Eliya,7,2023,4
Polonnaruwa,7,2023,9
Puttalam,7,2023,0
Ratnapura,7,2023,76
Trincomalee,7,2023,34
Vavuniya,7,2023,5
Ampara,8,2023,1
Anuradhapura,8,2023,11
Badulla,8,2023,26
Batticaloa,8,2023,49
Colombo,8,2023,364
Galle,8,2023,17
Gampaha,8,2023,388
Hambantota,8,2023,16
Jaffna,8,2023,54
Kalmunai,8,2023,0
Kalutara,8,2023,0
Kandy,8,2023,52
Kegalle,8,2023,58
Kilinochchi,8,2023,3
Kurunegala,8,2023,61
Mannar,8,2023,0
Matale,8,2023,21
Matara,8,2023,24
Monaragala,8,2023,0
Mullaitivu,8,2023,1
Nuwara Eliya,8,2023,5
Polonnaruwa,8,2023,10
Puttalam,8,2023,0
Ratnapura,8,2023,51
Trincomalee,8,2023,62
Vavuniya,8,2023,4
Ampara,9,2023,3
Anuradhapura,9,2023,10
Badulla,9,2023,23
Batticaloa,9,2023,67
Colombo,9,2023,384
Galle,9,2023,57
Gampaha,9,2023,358
Hambantota,9,2023,25
Jaffna,9,2023,44
Kalmunai,9,2023,0
Kalutara,9,2023,0
Kandy,9,2023,74
Kegalle,9,2023,62
Kilinochchi,9,2023,3
Kurunegala,9,2023,63
Mannar,9,2023,4
Matale,9,2023,14
Matara,9,2023,44
Monaragala,9,2023,0
Mullaitivu,9,2023,1
Nuwara Eliya,9,2023,4
Polonnaruwa,9,2023,13
Puttalam,9,2023,0
Ratnapura,9,2023,78
Trincomalee,9,2023,49
Vavuniya,9,2023,2
Ampara,10,2023,3
Anuradhapura,10,2023,4
Badulla,10,2023,10
Batticaloa,10,2023,74
Colombo,10,2023,324
Galle,10,2023,31
Gampaha,10,2023,370
Hambantota,10,2023,15
Jaffna,10,2023,51
Kalmunai,10,2023,0
Kalutara,10,2023,0
Kandy,10,2023,51
Kegalle,10,2023,26
Kilinochchi,10,2023,1
Kurunegala,10,2023,49
Mannar,10,2023,0
Matale,10,2023,21
Matara,10,2023,26
Monaragala,10,2023,0
Mullaitivu,10,2023,1
Nuwara Eliya,10,2023,2
Polonnaruwa,10,2023,11
Puttalam,10,2023,0
Ratnapura,10,2023,59
Trincomalee,10,2023,55
Vavuniya,10,2023,14
Ampara,11,2023,3
Anuradhapura,11,2023,21
Badulla,11,2023,31
Batticaloa,11,2023,66
Colombo,11,2023,336
Galle,11,2023,59
Gampaha,11,2023,360
Hambantota,11,2023,14
Jaffna,11,2023,51
Kalmunai,11,2023,0
Kalutara,11,2023,0
Kandy,11,2023,56
Kegalle,11,2023,66
Kilinochchi,11,2023,5
Kurunegala,11,2023,52
Mannar,11,2023,3
Matale,11,2023,16
Matara,11,2023,21
Monaragala,11,2023,0
Mullaitivu,11,2023,2
Nuwara Eliya,11,2023,1
Polonnaruwa,11,2023,7
Puttalam,11,2023,0
Ratnapura,11,2023,51
Trincomalee,11,2023,50
Vavuniya,11,2023,4
Ampara,12,2023,2
Anuradhapura,12,2023,12
Badulla,12,2023,18
Batticaloa,12,2023,52
Colombo,12,2023,238
Galle,12,2023,47
Gampaha,12,2023,304
Hambantota,12,2023,20
Jaffna,12,2023,54
Kalmunai,12,2023,0
Kalutara,12,2023,0
Kandy,12,2023,63
Kegalle,12,2023,55
Kilinochchi,12,2023,3
Kurunegala,12,2023,53
Mannar,12,2023,0
Matale,12,2023,19
Matara,12,2023,29
Monaragala,12,2023,0
Mullaitivu,12,2023,0
Nuwara Eliya,12,2023,0
Polonnaruwa,12,2023,12
Puttalam,12,2023,0
Ratnapura,12,2023,50
Trincomalee,12,2023,41
Vavuniya,12,2023,8
Ampara,13,2023,5
Anuradhapura,13,2023,9
Badulla,13,2023,20
Batticaloa,13,2023,97
Colombo,13,2023,359
Galle,13,2023,30
Gampaha,13,2023,377
Hambantota,13,2023,39
Jaffna,13,2023,54
Kalmunai,13,2023,0
Kalutara,13,2023,0
Kandy,13,2023,76
Kegalle,13,2023,58
Kilinochchi,13,2023,0
Kurunegala,13,2023,54
Mannar,13,2023,3
Matale,13,2023,32
Matara,13,2023,17
Monaragala,13,2023,0
Mullaitivu,13,2023,3
Nuwara Eliya,13,2023,4
Polonnaruwa,13,2023,12
Puttalam,13,2023,0
Ratnapura,13,2023,52
Trincomalee,13,2023,124
Vavuniya,13,2023,1
Ampara,14,2023,4
Anuradhapura,14,2023,12
Badulla,14,2023,9
Batticaloa,14,2023,102
Colombo,14,2023,222
Galle,14,2023,54
Gampaha,14,2023,329
Hambantota,14,2023,53
Jaffna,14,2023,55
Kalmunai,14,2023,0
Kalutara,14,2023,0
Kandy,14,2023,84
Kegalle,14,2023,53
Kilinochchi,14,2023,2
Kurunegala,14,2023,47
Mannar,14,2023,4
Matale,14,2023,55
Matara,14,2023,30
Monaragala,14,2023,0
Mullaitivu,14,2023,1
Nuwara Eliya,14,2023,3
Polonnaruwa,14,2023,15
Puttalam,14,2023,0
Ratnapura,14,2023,39
Trincomalee,14,2023,102
Vavuniya,14,2023,9
Ampara,15,2023,12
Anuradhapura,15,2023,22
Badulla,15,2023,19
Batticaloa,15,2023,95
Colombo,15,2023,370
Galle,15,2023,70
Gampaha,15,2023,407
Hambantota,15,2023,53
Jaffna,15,2023,59
Kalmunai,15,2023,0
Kalutara,15,2023,0
Kandy,15,2023,108
Kegalle,15,2023,81
Kilinochchi,15,2023,2
Kurunegala,15,2023,48
Mannar,15,2023,0
Matale,15,2023,33
Matara,15,2023,32
Monaragala,15,2023,0
Mullaitivu,15,2023,2
Nuwara Eliya,15,2023,4
Polonnaruwa,15,2023,4
Puttalam,15,2023,0
Ratnapura,15,2023,51
Trincomalee,15,2023,136
Vavuniya,15,2023,3
Ampara,16,2023,13
Anuradhapura,16,2023,8
Badulla,16,2023,4
Batticaloa,16,2023,136
Colombo,16,2023,333
Galle,16,2023,53
Gampaha,16,2023,356
Hambantota,16,2023,27
Jaffna,16,2023,56
Kalmunai,16,2023,0
Kalutara,16,2023,0
Kandy,16,2023,67
Kegalle,16,2023,49
Kilinochchi,16,2023,1
Kurunegala,16,2023,39
Mannar,16,2023,6
Matale,16,2023,31
Matara,16,2023,18
Monaragala,16,2023,0
Mullaitivu,16,2023,7
Nuwara Eliya,16,2023,2
Polonnaruwa,16,2023,17
Puttalam,16,2023,0
Ratnapura,16,2023,53
Trincomalee,16,2023,94
Vavuniya,16,2023,6
Ampara,17,2023,7
Anuradhapura,17,2023,14
Badulla,17,2023,23
Batticaloa,17,2023,120
Colombo,17,2023,328
Galle,17,2023,57
Gampaha,17,2023,469
Hambantota,17,2023,50
Jaffna,17,2023,52
Kalmunai,17,2023,0
Kalutara,17,2023,0
Kandy,17,2023,94
Kegalle,17,2023,75
Kilinochchi,17,2023,3
Kurunegala,17,2023,70
Mannar,17,2023,5
Matale,17,2023,47
Matara,17,2023,25
Monaragala,17,2023,0
Mullaitivu,17,2023,2
Nuwara Eliya,17,2023,2
Polonnaruwa,17,2023,23
Puttalam,17,2023,0
Ratnapura,17,2023,87
Trincomalee,17,2023,116
Vavuniya,17,2023,2
Ampara,18,2023,2
Anuradhapura,18,2023,22
Badulla,18,2023,20
Batticaloa,18,2023,140
Colombo,18,2023,405
Galle,18,2023,67
Gampaha,18,2023,394
Hambantota,18,2023,38
Jaffna,18,2023,60
Kalmunai,18,2023,0
Kalutara,18,2023,0
Kandy,18,2023,108
Kegalle,18,2023,62
Kilinochchi,18,2023,1
Kurunegala,18,2023,59
Mannar,18,2023,3
Matale,18,2023,36
Matara,18,2023,19
Monaragala,18,2023,0
Mullaitivu,18,2023,3
Nuwara Eliya,18,2023,7
Polonnaruwa,18,2023,15
Puttalam,18,2023,0
Ratnapura,18,2023,54
Trincomalee,18,2023,156
Vavuniya,18,2023,4
Ampara,19,2023,4
Anuradhapura,19,2023,18
Badulla,19,2023,28
Batticaloa,19,2023,106
Colombo,19,2023,414
Galle,19,2023,76
Gampaha,19,2023,473
Hambantota,19,2023,28
Jaffna,19,2023,49
Kalmunai,19,2023,0
Kalutara,19,2023,0
Kandy,19,2023,136
Kegalle,19,2023,81
Kilinochchi,19,2023,2
Kurunegala,19,2023,58
Mannar,19,2023,0
Matale,19,2023,24
Matara,19,2023,31
Monaragala,19,2023,0
Mullaitivu,19,2023,3
Nuwara Eliya,19,2023,8
Polonnaruwa,19,2023,11
Puttalam,19,2023,0
Ratnapura,19,2023,64
Trincomalee,19,2023,97
Vavuniya,19,2023,3
Ampara,20,2023,4
Anuradhapura,20,2023,10
Badulla,20,2023,12
Batticaloa,20,2023,85
Colombo,20,2023,406
Galle,20,2023,86
Gampaha,20,2023,511
Hambantota,20,2023,37
Jaffna,20,2023,45
Kalmunai,20,2023,0
Kalutara,20,2023,0
Kandy,20,2023,163
Kegalle,20,2023,127
Kilinochchi,20,2023,0
Kurunegala,20,2023,85
Mannar,20,2023,1
Matale,20,2023,24
Matara,20,2023,32
Monaragala,20,2023,0
Mullaitivu,20,2023,1
Nuwara Eliya,20,2023,1
Polonnaruwa,20,2023,23
Puttalam,20,2023,0
Ratnapura,20,2023,84
Trincomalee,20,2023,107
Vavuniya,20,2023,9
Ampara,21,2023,12
Anuradhapura,21,2023,19
Badulla,21,2023,13
Batticaloa,21,2023,57
Colombo,21,2023,510
Galle,21,2023,85
Gampaha,21,2023,474
Hambantota,21,2023,42
Jaffna,21,2023,56
Kalmunai,21,2023,0
Kalutara,21,2023,0
Kandy,21,2023,174
Kegalle,21,2023,96
Kilinochchi,21,2023,2
Kurunegala,21,2023,77
Mannar,21,2023,5
Matale,21,2023,29
Matara,21,2023,43
Monaragala,21,2023,0
Mullaitivu,21,2023,9
Nuwara Eliya,21,2023,8
Polonnaruwa,21,2023,21
Puttalam,21,2023,0
Ratnapura,21,2023,109
Trincomalee,21,2023,80
Vavuniya,21,2023,4
Ampara,22,2023,9
Anuradhapura,22,2023,37
Badulla,22,2023,20
Batticaloa,22,2023,85
Colombo,22,2023,513
Galle,22,2023,93
Gampaha,22,2023,468
Hambantota,22,2023,43
Jaffna,22,2023,44
Kalmunai,22,2023,0
Kalutara,22,2023,0
Kandy,22,2023,226
Kegalle,22,2023,84
Kilinochchi,22,2023,1
Kurunegala,22,2023,94
Mannar,22,2023,5
Matale,22,2023,46
Matara,22,2023,45
Monaragala,22,2023,0
Mullaitivu,22,2023,1
Nuwara Eliya,22,2023,10
Polonnaruwa,22,2023,19
Puttalam,22,2023,0
Ratnapura,22,2023,100
Trincomalee,22,2023,64
Vavuniya,22,2023,4
Ampara,23,2023,6
Anuradhapura,23,2023,48
Badulla,23,2023,15
Batticaloa,23,2023,62
Colombo,23,2023,508
Galle,23,2023,73
Gampaha,23,2023,518
Hambantota,23,2023,67
Jaffna,23,2023,50
Kalmunai,23,2023,0
Kalutara,23,2023,0
Kandy,23,2023,205
Kegalle,23,2023,106
Kilinochchi,23,2023,4
Kurunegala,23,2023,103
Mannar,23,2023,5
Matale,23,2023,49
Matara,23,2023,56
Monaragala,23,2023,0
Mullaitivu,23,2023,11
Nuwara Eliya,23,2023,6
Polonnaruwa,23,2023,21
Puttalam,23,2023,0
Ratnapura,23,2023,118
Trincomalee,23,2023,83
Vavuniya,23,2023,4
Ampara,24,2023,3
Anuradhapura,24,2023,38
Badulla,24,2023,27
Batticaloa,24,2023,81
Colombo,24,2023,707
Galle,24,2023,73
Gampaha,24,2023,581
Hambantota,24,2023,52
Jaffna,24,2023,55
Kalmunai,24,2023,0
Kalutara,24,2023,0
Kandy,24,2023,262
Kegalle,24,2023,92
Kilinochchi,24,2023,1
Kurunegala,24,2023,126
Mannar,24,2023,4
Matale,24,2023,39
Matara,24,2023,32
Monaragala,24,2023,0
Mullaitivu,24,2023,8
Nuwara Eliya,24,2023,8
Polonnaruwa,24,2023,28
Puttalam,24,2023,0
Ratnapura,24,2023,136
Trincomalee,24,2023,73
Vavuniya,24,2023,7
Ampara,25,2023,5
Anuradhapura,25,2023,37
Badulla,25,2023,22
Batticaloa,25,2023,94
Colombo,25,2023,544
Galle,25,2023,81
Gampaha,25,2023,517
Hambantota,25,2023,60
Jaffna,25,2023,44
Kalmunai,25,2023,0
Kalutara,25,2023,0
Kandy,25,2023,237
Kegalle,25,2023,146
Kilinochchi,25,2023,5
Kurunegala,25,2023,90
Mannar,25,2023,1
Matale,25,2023,32
Matara,25,2023,63
Monaragala,25,2023,0
Mullaitivu,25,2023,9
Nuwara Eliya,25,2023,15
Polonnaruwa,25,2023,22
Puttalam,25,2023,0
Ratnapura,25,2023,139
Trincomalee,25,2023,59
Vavuniya,25,2023,1
Ampara,26,2023,6
Anuradhapura,26,2023,23
Badulla,26,2023,22
Batticaloa,26,2023,67
Colombo,26,2023,456
Galle,26,2023,101
Gampaha,26,2023,409
Hambantota,26,2023,54
Jaffna,26,2023,19
Kalmunai,26,2023,0
Kalutara,26,2023,0
Kandy,26,2023,223
Kegalle,26,2023,110
Kilinochchi,26,2023,3
Kurunegala,26,2023,95
Mannar,26,2023,1
Matale,26,2023,44
Matara,26,2023,50
Monaragala,26,2023,0
Mullaitivu,26,2023,4
Nuwara Eliya,26,2023,7
Polonnaruwa,26,2023,10
Puttalam,26,2023,0
Ratnapura,26,2023,136
Trincomalee,26,2023,58
Vavuniya,26,2023,3
Ampara,27,2023,6
Anuradhapura,27,2023,13
Badulla,27,2023,28
Batticaloa,27,2023,45
Colombo,27,2023,444
Galle,27,2023,105
Gampaha,27,2023,365
Hambantota,27,2023,42
Jaffna,27,2023,36
Kalmunai,27,2023,0
Kalutara,27,2023,0
Kandy,27,2023,229
Kegalle,27,2023,54
Kilinochchi,27,2023,1
Kurunegala,27,2023,69
Mannar,27,2023,3
Matale,27,2023,20
Matara,27,2023,35
Monaragala,27,2023,0
Mullaitivu,27,2023,0
Nuwara Eliya,27,2023,5
Polonnaruwa,27,2023,7
Puttalam,27,2023,0
Ratnapura,27,2023,69
Trincomalee,27,2023,27
Vavuniya,27,2023,0
Ampara,28,2023,8
Anuradhapura,28,2023,16
Badulla,28,2023,30
Batticaloa,28,2023,59
Colombo,28,2023,391
Galle,28,2023,76
Gampaha,28,2023,321
Hambantota,28,2023,33
Jaffna,28,2023,21
Kalmunai,28,2023,0
Kalutara,28,2023,0
Kandy,28,2023,181
Kegalle,28,2023,93
Kilinochchi,28,2023,1
Kurunegala,28,2023,50
Mannar,28,2023,0
Matale,28,2023,35
Matara,28,2023,60
Monaragala,28,2023,0
Mullaitivu,28,2023,2
Nuwara Eliya,28,2023,3
Polonnaruwa,28,2023,15
Puttalam,28,2023,0
Ratnapura,28,2023,96
Trincomalee,28,2023,23
Vavuniya,28,2023,0
Ampara,29,2023,4
Anuradhapura,29,2023,12
Badulla,29,2023,38
Batticaloa,29,2023,48
Colombo,29,2023,352
Galle,29,2023,89
Gampaha,29,2023,360
Hambantota,29,2023,22
Jaffna,29,2023,36
Kalmunai,29,2023,0
Kalutara,29,2023,0
Kandy,29,2023,230
Kegalle,29,2023,76
Kilinochchi,29,2023,0
Kurunegala,29,2023,50
Mannar,29,2023,1
Matale,29,2023,54
Matara,29,2023,48
Monaragala,29,2023,0
Mullaitivu,29,2023,6
Nuwara Eliya,29,2023,11
Polonnaruwa,29,2023,8
Puttalam,29,2023,0
Ratnapura,29,2023,87
Trincomalee,29,2023,24
Vavuniya,29,2023,1
Ampara,30,2023,11
Anuradhapura,30,2023,15
Badulla,30,2023,24
Batticaloa,30,2023,40
Colombo,30,2023,346
Galle,30,2023,90
Gampaha,30,2023,238
Hambantota,30,2023,24
Jaffna,30,2023,30
Kalmunai,30,2023,0
Kalutara,30,2023,0
Kandy,30,2023,227
Kegalle,30,2023,90
Kilinochchi,30,2023,2
Kurunegala,30,2023,54
Mannar,30,2023,0
Matale,30,2023,48
Matara,30,2023,40
Monaragala,30,2023,0
Mullaitivu,30,2023,2
Nuwara Eliya,30,2023,8
Polonnaruwa,30,2023,8
Puttalam,30,2023,0
Ratnapura,30,2023,94
Trincomalee,30,2023,14
Vavuniya,30,2023,2
Ampara,31,2023,3
Anuradhapura,31,2023,7
Badulla,31,2023,28
Batticaloa,31,2023,33
Colombo,31,2023,361
Galle,31,2023,99
Gampaha,31,2023,355
Hambantota,31,2023,22
Jaffna,31,2023,18
Kalmunai,31,2023,0
Kalutara,31,2023,0
Kandy,31,2023,287
Kegalle,31,2023,59
Kilinochchi,31,2023,0
Kurunegala,31,2023,60
Mannar,31,2023,3
Matale,31,2023,42
Matara,31,2023,41
Monaragala,31,2023,0
Mullaitivu,31,2023,2
Nuwara Eliya,31,2023,3
Polonnaruwa,31,2023,8
Puttalam,31,2023,0
Ratnapura,31,2023,73
Trincomalee,31,2023,14
Vavuniya,31,2023,4
Ampara,32,2023,3
Anuradhapura,32,2023,6
Badulla,32,2023,27
Batticaloa,32,2023,20
Colombo,32,2023,321
Galle,32,2023,105
Gampaha,32,2023,240
Hambantota,32,2023,17
Jaffna,32,2023,29
Kalmunai,32,2023,0
Kalutara,32,2023,0
Kandy,32,2023,250
Kegalle,32,2023,75
Kilinochchi,32,2023,1
Kurunegala,32,2023,45
Mannar,32,2023,0
Matale,32,2023,60
Matara,32,2023,34
Monaragala,32,2023,0
Mullaitivu,32,2023,1
Nuwara Eliya,32,2023,8
Polonnaruwa,32,2023,7
Puttalam,32,2023,0
Ratnapura,32,2023,73
Trincomalee,32,2023,6
Vavuniya,32,2023,2
Ampara,33,2023,1
Anuradhapura,33,2023,5
Badulla,33,2023,20
Batticaloa,33,2023,21
Colombo,33,2023,247
Galle,33,2023,97
Gampaha,33,2023,236
Hambantota,33,2023,15
Jaffna,33,2023,19
Kalmunai,33,2023,0
Kalutara,33,2023,0
Kandy,33,2023,260
Kegalle,33,2023,59
Kilinochchi,33,2023,0
Kurunegala,33,2023,52
Mannar,33,2023,0
Matale,33,2023,39
Matara,33,2023,37
Monaragala,33,2023,0
Mullaitivu,33,2023,2
Nuwara Eliya,33,2023,3
Polonnaruwa,33,2023,6
Puttalam,33,2023,0
Ratnapura,33,2023,73
Trincomalee,33,2023,7
Vavuniya,33,2023,2
Ampara,34,2023,1
Anuradhapura,34,2023,3
Badulla,34,2023,16
Batticaloa,34,2023,13
Colombo,34,2023,198
Galle,34,2023,91
Gampaha,34,2023,164
Hambantota,34,2023,18
Jaffna,34,2023,32
Kalmunai,34,2023,0
Kalutara,34,2023,0
Kandy,34,2023,209
Kegalle,34,2023,66
Kilinochchi,34,2023,1
Kurunegala,34,2023,39
Mannar,34,2023,0
Matale,34,2023,45
Matara,34,2023,30
Monaragala,34,2023,0
Mullaitivu,34,2023,0
Nuwara Eliya,34,2023,5
Polonnaruwa,34,2023,7
Puttalam,34,2023,0
Ratnapura,34,2023,57
Trincomalee,34,2023,10
Vavuniya,34,2023,0
Ampara,35,2023,2
Anuradhapura,35,2023,1
Badulla,35,2023,15
Batticaloa,35,2023,10
Colombo,35,2023,160
Galle,35,2023,75
Gampaha,35,2023,146
Hambantota,35,2023,9
Jaffna,35,2023,35
Kalmunai,35,2023,0
Kalutara,35,2023,0
Kandy,35,2023,202
Kegalle,35,2023,62
Kilinochchi,35,2023,0
Kurunegala,35,2023,38
Mannar,35,2023,0
Matale,35,2023,47
Matara,35,2023,32
Monaragala,35,2023,0
Mullaitivu,35,2023,1
Nuwara Eliya,35,2023,0
Polonnaruwa,35,2023,6
Puttalam,35,2023,0
Ratnapura,35,2023,59
Trincomalee,35,2023,5
Vavuniya,35,2023,0
Ampara,36,2023,1
Anuradhapura,36,2023,10
Badulla,36,2023,13
Batticaloa,36,2023,13
Colombo,36,2023,127
Galle,36,2023,62
Gampaha,36,2023,107
Hambantota,36,2023,11
Jaffna,36,2023,17
Kalmunai,36,2023,0
Kalutara,36,2023,0
Kandy,36,2023,138
Kegalle,36,2023,41
Kilinochchi,36,2023,0
Kurunegala,36,2023,27
Mannar,36,2023,0
Matale,36,2023,22
Matara,36,2023,16
Monaragala,36,2023,0
Mullaitivu,36,2023,2
Nuwara Eliya,36,2023,3
Polonnaruwa,36,2023,3
Puttalam,36,2023,0
Ratnapura,36,2023,33
Trincomalee,36,2023,5
Vavuniya,36,2023,1
Ampara,37,2023,1
Anuradhapura,37,2023,2
Badulla,37,2023,18
Batticaloa,37,2023,9
Colombo,37,2023,97
Galle,37,2023,54
Gampaha,37,2023,73
Hambantota,37,2023,9
Jaffna,37,2023,31
Kalmunai,37,2023,0
Kalutara,37,2023,0
Kandy,37,2023,134
Kegalle,37,2023,45
Kilinochchi,37,2023,0
Kurunegala,37,2023,26
Mannar,37,2023,0
Matale,37,2023,17
Matara,37,2023,22
Monaragala,37,2023,0
Mullaitivu,37,2023,0
Nuwara Eliya,37,2023,4
Polonnaruwa,37,2023,3
Puttalam,37,2023,0
Ratnapura,37,2023,25
Trincomalee,37,2023,4
Vavuniya,37,2023,1
Ampara,38,2023,4
Anuradhapura,38,2023,6
Badulla,38,2023,10
Batticaloa,38,2023,5
Colombo,38,2023,102
Galle,38,2023,51
Gampaha,38,2023,82
Hambantota,38,2023,5
Jaffna,38,2023,16
Kalmunai,38,2023,0
Kalutara,38,2023,0
Kandy,38,2023,108
Kegalle,38,2023,41
Kilinochchi,38,2023,0
Kurunegala,38,2023,26
Mannar,38,2023,2
Matale,38,2023,23
Matara,38,2023,18
Monaragala,38,2023,0
Mullaitivu,38,2023,0
Nuwara Eliya,38,2023,2
Polonnaruwa,38,2023,3
Puttalam,38,2023,0
Ratnapura,38,2023,35
Trincomalee,38,2023,3
Vavuniya,38,2023,0
Ampara,39,2023,4
Anuradhapura,39,2023,3
Badulla,39,2023,20
Batticaloa,39,2023,12
Colombo,39,2023,72
Galle,39,2023,47
Gampaha,39,2023,69
Hambantota,39,2023,7
Jaffna,39,2023,38
Kalmunai,39,2023,0
Kalutara,39,2023,0
Kandy,39,2023,134
Kegalle,39,2023,28
Kilinochchi,39,2023,2
Kurunegala,39,2023,18
Mannar,39,2023,0
Matale,39,2023,11
Matara,39,2023,23
Monaragala,39,2023,0
Mullaitivu,39,2023,0
Nuwara Eliya,39,2023,2
Polonnaruwa,39,2023,4
Puttalam,39,2023,0
Ratnapura,39,2023,27
Trincomalee,39,2023,1
Vavuniya,39,2023,0
Ampara,40,2023,4
Anuradhapura,40,2023,6
Badulla,40,2023,8
Batticaloa,40,2023,11
Colombo,40,2023,83
Galle,40,2023,40
Gampaha,40,2023,61
Hambantota,40,2023,10
Jaffna,40,2023,21
Kalmunai,40,2023,0
Kalutara,40,2023,0
Kandy,40,2023,96
Kegalle,40,2023,21
Kilinochchi,40,2023,0
Kurunegala,40,2023,27
Mannar,40,2023,1
Matale,40,2023,27
Matara,40,2023,14
Monaragala,40,2023,0
Mullaitivu,40,2023,1
Nuwara Eliya,40,2023,1
Polonnaruwa,40,2023,4
Puttalam,40,2023,0
Ratnapura,40,2023,29
Trincomalee,40,2023,4
Vavuniya,40,2023,0
Ampara,41,2023,0
Anuradhapura,41,2023,1
Badulla,41,2023,23
Batticaloa,41,2023,9
Colombo,41,2023,146
Galle,41,2023,50
Gampaha,41,2023,121
Hambantota,41,2023,7
Jaffna,41,2023,23
Kalmunai,41,2023,0
Kalutara,41,2023,0
Kandy,41,2023,128
Kegalle,41,2023,19
Kilinochchi,41,2023,0
Kurunegala,41,2023,29
Mannar,41,2023,0
Matale,41,2023,32
Matara,41,2023,16
Monaragala,41,2023,0
Mullaitivu,41,2023,0
Nuwara Eliya,41,2023,1
Polonnaruwa,41,2023,2
Puttalam,41,2023,0
Ratnapura,41,2023,15
Trincomalee,41,2023,6
Vavuniya,41,2023,0
Ampara,42,2023,5
Anuradhapura,42,2023,4
Badulla,42,2023,24
Batticaloa,42,2023,9
Colombo,42,2023,176
Galle,42,2023,67
Gampaha,42,2023,106
Hambantota,42,2023,1
Jaffna,42,2023,17
Kalmunai,42,2023,0
Kalutara,42,2023,0
Kandy,42,2023,136
Kegalle,42,2023,34
Kilinochchi,42,2023,0
Kurunegala,42,2023,30
Mannar,42,2023,1
Matale,42,2023,25
Matara,42,2023,21
Monaragala,42,2023,0
Mullaitivu,42,2023,1
Nuwara Eliya,42,2023,1
Polonnaruwa,42,2023,3
Puttalam,42,2023,0
Ratnapura,42,2023,26
Trincomalee,42,2023,7
Vavuniya,42,2023,2
Ampara,43,2023,1
Anuradhapura,43,2023,4
Badulla,43,2023,32
Batticaloa,43,2023,11
Colombo,43,2023,213
Galle,43,2023,79
Gampaha,43,2023,155
Hambantota,43,2023,3
Jaffna,43,2023,14
Kalmunai,43,2023,0
Kalutara,43,2023,0
Kandy,43,2023,135
Kegalle,43,2023,48
Kilinochchi,43,2023,3
Kurunegala,43,2023,55
Mannar,43,2023,0
Matale,43,2023,43
Matara,43,2023,24
Monaragala,43,2023,0
Mullaitivu,43,2023,0
Nuwara Eliya,43,2023,1
Polonnaruwa,43,2023,6
Puttalam,43,2023,0
Ratnapura,43,2023,18
Trincomalee,43,2023,3
Vavuniya,43,2023,4
Ampara,44,2023,5
Anuradhapura,44,2023,8
Badulla,44,2023,37
Batticaloa,44,2023,19
Colombo,44,2023,308
Galle,44,2023,58
Gampaha,44,2023,197
Hambantota,44,2023,6
Jaffna,44,2023,24
Kalmunai,44,2023,0
Kalutara,44,2023,0
Kandy,44,2023,197
Kegalle,44,2023,38
Kilinochchi,44,2023,1
Kurunegala,44,2023,86
Mannar,44,2023,0
Matale,44,2023,57
Matara,44,2023,14
Monaragala,44,2023,0
Mullaitivu,44,2023,0
Nuwara Eliya,44,2023,6
Polonnaruwa,44,2023,15
Puttalam,44,2023,0
Ratnapura,44,2023,25
Trincomalee,44,2023,12
